x,y,GID
-122.6250007,44.79166685,631
-122.6250007,44.87500018,632
-122.6250007,44.95833351,633
-122.6250007,45.04166684,634
-122.6250007,45.12500017,635
-122.6250007,45.2083335,636
-122.6250007,45.29166683,637
-122.6250007,45.37500016,638
-122.6250007,45.45833349,639
-122.6250007,45.62500015,640
-122.6250007,45.70833348,641
-122.6250007,45.79166681,642
-122.6250007,45.87500014,643
-122.6250007,45.95833347,644
-122.6250007,46.54166678,645
-122.6250007,46.62500011,646
-122.6250007,46.8750001,647
-122.6250007,46.95833343,648
-122.6250007,47.45833341,649
-122.6250007,47.79166673,650
-122.6250007,48.87500002,651
-122.5416674,38.04166712,652
-122.5416674,38.12500045,653
-122.5416674,38.20833378,654
-122.5416674,38.29166711,655
-122.5416674,38.37500044,656
-122.5416674,38.45833377,657
-122.5416674,38.5416671,658
-122.5416674,38.62500043,659
-122.5416674,38.70833376,660
-122.5416674,38.79166709,661
-122.5416674,39.3750004,662
-122.5416674,41.45833365,663
-122.5416674,41.54166698,664
-122.5416674,41.62500031,665
-122.5416674,41.70833364,666
-122.5416674,41.79166697,667
-122.5416674,41.8750003,668
-122.5416674,41.95833363,669
-122.5416674,42.12500029,670
-122.5416674,42.37500028,671
-122.5416674,42.45833361,672
-122.5416674,42.54166694,673
-122.5416674,42.7083336,674
-122.5416674,44.12500021,675
-122.5416674,44.3750002,676
-122.5416674,44.79166685,677
-122.5416674,45.04166684,678
-122.5416674,45.12500017,679
-122.5416674,45.2083335,680
-122.5416674,45.29166683,681
-122.5416674,45.37500016,682
-122.5416674,45.45833349,683
-122.5416674,45.54166682,684
-122.5416674,45.62500015,685
-122.5416674,45.70833348,686
-122.5416674,45.79166681,687
-122.5416674,45.87500014,688
-122.5416674,45.95833347,689
-122.5416674,46.37500012,690
-122.5416674,46.54166678,691
-122.5416674,46.62500011,692
-122.5416674,46.79166677,693
-122.5416674,46.8750001,694
-122.5416674,46.95833343,695
-122.5416674,47.04166676,696
-122.5416674,47.12500009,697
-122.5416674,47.79166673,698
-122.5416674,48.79166669,699
-122.5416674,48.87500002,700
-122.4583341,38.20833378,701
-122.4583341,38.29166711,702
-122.4583341,38.37500044,703
-122.4583341,38.45833377,704
-122.4583341,38.5416671,705
-122.4583341,38.62500043,706
-122.4583341,38.70833376,707
-122.4583341,39.12500041,708
-122.4583341,39.3750004,709
-122.4583341,39.87500038,710
-122.4583341,39.95833371,711
-122.4583341,40.45833369,712
-122.4583341,40.54166702,713
-122.4583341,41.37500032,714
-122.4583341,41.45833365,715
-122.4583341,41.54166698,716
-122.4583341,41.62500031,717
-122.4583341,41.70833364,718
-122.4583341,41.79166697,719
-122.4583341,41.8750003,720
-122.4583341,42.54166694,721
-122.4583341,42.7083336,722
-122.4583341,42.79166693,723
-122.4583341,43.79166689,724
-122.4583341,44.12500021,725
-122.4583341,44.3750002,726
-122.4583341,44.70833352,727
-122.4583341,44.79166685,728
-122.4583341,45.12500017,729
-122.4583341,45.2083335,730
-122.4583341,45.29166683,731
-122.4583341,45.37500016,732
-122.4583341,45.45833349,733
-122.4583341,45.54166682,734
-122.4583341,45.62500015,735
-122.4583341,45.70833348,736
-122.4583341,45.79166681,737
-122.4583341,45.87500014,738
-122.4583341,45.95833347,739
-122.4583341,46.54166678,740
-122.4583341,46.8750001,741
-122.4583341,46.95833343,742
-122.4583341,48.79166669,743
-122.4583341,48.87500002,744
-122.3750008,37.29166715,745
-122.3750008,37.37500048,746
-122.3750008,37.45833381,747
-122.3750008,37.54166714,748
-122.3750008,38.20833378,749
-122.3750008,38.29166711,750
-122.3750008,38.37500044,751
-122.3750008,38.45833377,752
-122.3750008,38.5416671,753
-122.3750008,38.62500043,754
-122.3750008,39.3750004,755
-122.3750008,39.54166706,756
-122.3750008,39.70833372,757
-122.3750008,39.95833371,758
-122.3750008,40.45833369,759
-122.3750008,40.54166702,760
-122.3750008,40.70833368,761
-122.3750008,41.20833366,762
-122.3750008,41.29166699,763
-122.3750008,41.37500032,764
-122.3750008,41.45833365,765
-122.3750008,41.54166698,766
-122.3750008,41.62500031,767
-122.3750008,41.70833364,768
-122.3750008,41.79166697,769
-122.3750008,41.8750003,770
-122.3750008,41.95833363,771
-122.3750008,42.04166696,772
-122.3750008,44.3750002,773
-122.3750008,44.45833353,774
-122.3750008,44.54166686,775
-122.3750008,44.70833352,776
-122.3750008,44.79166685,777
-122.3750008,45.12500017,778
-122.3750008,45.2083335,779
-122.3750008,45.29166683,780
-122.3750008,45.37500016,781
-122.3750008,45.45833349,782
-122.3750008,45.54166682,783
-122.3750008,45.62500015,784
-122.3750008,45.87500014,785
-122.3750008,45.95833347,786
-122.3750008,46.8750001,787
-122.3750008,46.95833343,788
-122.3750008,47.04166676,789
-122.3750008,47.20833342,790
-122.3750008,48.29166671,791
-122.3750008,48.37500004,792
-122.3750008,48.45833337,793
-122.3750008,48.62500003,794
-122.3750008,48.79166669,795
-122.3750008,48.87500002,796
-122.3750008,48.95833335,797
-122.2916675,37.20833382,798
-122.2916675,37.29166715,799
-122.2916675,37.37500048,800
-122.2916675,37.45833381,801
-122.2916675,38.20833378,802
-122.2916675,38.29166711,803
-122.2916675,38.37500044,804
-122.2916675,38.45833377,805
-122.2916675,38.5416671,806
-122.2916675,38.87500042,807
-122.2916675,39.12500041,808
-122.2916675,39.20833374,809
-122.2916675,39.29166707,810
-122.2916675,39.3750004,811
-122.2916675,39.45833373,812
-122.2916675,39.54166706,813
-122.2916675,39.62500039,814
-122.2916675,39.70833372,815
-122.2916675,39.79166705,816
-122.2916675,39.87500038,817
-122.2916675,39.95833371,818
-122.2916675,40.04166704,819
-122.2916675,40.2083337,820
-122.2916675,40.45833369,821
-122.2916675,40.54166702,822
-122.2916675,40.62500035,823
-122.2916675,40.70833368,824
-122.2916675,41.12500033,825
-122.2916675,41.20833366,826
-122.2916675,41.29166699,827
-122.2916675,41.62500031,828
-122.2916675,41.70833364,829
-122.2916675,42.04166696,830
-122.2916675,44.12500021,831
-122.2916675,45.2083335,832
-122.2916675,45.29166683,833
-122.2916675,45.37500016,834
-122.2916675,45.54166682,835
-122.2916675,45.62500015,836
-122.2916675,46.54166678,837
-122.2916675,46.95833343,838
-122.2916675,47.04166676,839
-122.2916675,47.20833342,840
-122.2916675,47.37500008,841
-122.2916675,47.45833341,842
-122.2916675,48.20833338,843
-122.2916675,48.29166671,844
-122.2916675,48.37500004,845
-122.2916675,48.45833337,846
-122.2916675,48.5416667,847
-122.2916675,48.70833336,848
-122.2916675,48.87500002,849
-122.2083342,37.12500049,850
-122.2083342,37.37500048,851
-122.2083342,37.45833381,852
-122.2083342,37.87500046,853
-122.2083342,37.95833379,854
-122.2083342,38.20833378,855
-122.2083342,38.29166711,856
-122.2083342,38.37500044,857
-122.2083342,38.45833377,858
-122.2083342,38.70833376,859
-122.2083342,38.79166709,860
-122.2083342,38.87500042,861
-122.2083342,39.04166708,862
-122.2083342,39.12500041,863
-122.2083342,39.20833374,864
-122.2083342,39.29166707,865
-122.2083342,39.3750004,866
-122.2083342,39.45833373,867
-122.2083342,39.54166706,868
-122.2083342,39.62500039,869
-122.2083342,39.70833372,870
-122.2083342,39.79166705,871
-122.2083342,39.87500038,872
-122.2083342,39.95833371,873
-122.2083342,40.04166704,874
-122.2083342,40.12500037,875
-122.2083342,40.2083337,876
-122.2083342,40.29166703,877
-122.2083342,40.37500036,878
-122.2083342,40.45833369,879
-122.2083342,40.54166702,880
-122.2083342,40.62500035,881
-122.2083342,40.70833368,882
-122.2083342,41.95833363,883
-122.2083342,44.20833354,884
-122.2083342,45.29166683,885
-122.2083342,45.37500016,886
-122.2083342,45.45833349,887
-122.2083342,45.62500015,888
-122.2083342,46.54166678,889
-122.2083342,46.62500011,890
-122.2083342,46.79166677,891
-122.2083342,46.8750001,892
-122.2083342,47.04166676,893
-122.2083342,47.12500009,894
-122.2083342,47.20833342,895
-122.2083342,47.29166675,896
-122.2083342,47.37500008,897
-122.2083342,47.87500006,898
-122.2083342,47.95833339,899
-122.2083342,48.04166672,900
-122.2083342,48.12500005,901
-122.2083342,48.20833338,902
-122.2083342,48.29166671,903
-122.2083342,48.45833337,904
-122.2083342,48.5416667,905
-122.2083342,48.62500003,906
-122.2083342,48.70833336,907
-122.2083342,48.79166669,908
-122.2083342,48.87500002,909
-122.1250009,37.20833382,910
-122.1250009,37.79166713,911
-122.1250009,37.95833379,912
-122.1250009,38.12500045,913
-122.1250009,38.20833378,914
-122.1250009,38.29166711,915
-122.1250009,38.70833376,916
-122.1250009,38.79166709,917
-122.1250009,38.87500042,918
-122.1250009,38.95833375,919
-122.1250009,39.04166708,920
-122.1250009,39.12500041,921
-122.1250009,39.20833374,922
-122.1250009,39.29166707,923
-122.1250009,39.3750004,924
-122.1250009,39.45833373,925
-122.1250009,39.54166706,926
-122.1250009,39.62500039,927
-122.1250009,39.70833372,928
-122.1250009,39.79166705,929
-122.1250009,39.87500038,930
-122.1250009,39.95833371,931
-122.1250009,40.04166704,932
-122.1250009,40.12500037,933
-122.1250009,40.2083337,934
-122.1250009,40.37500036,935
-122.1250009,40.54166702,936
-122.1250009,40.62500035,937
