REG,STATE,LTYPE,GID,MLRA,FRR,WBD
E_Euro,AL,Irrigated,I00001,NFFSC,HEARTLND,NEW_ENG
N_Afr,AZ,Rainfed,I00002,CSFTSC,N_CRESC,MID_ATL
SSA,AR,,I00003,NWRR,N_GRTPLN,S_ATL_GLF
S_Amer,CA,,I00004,WRI,PRAIRIE_G,GRT_LAKES
AUS_NZ,CO,,I00005,RMRF,E_UPLAND,OH_REG
EU,CT,,I00006,WGPRI,S_SEABRD,TN_REG
S_Asia,DE,,I00007,NGPSW,FRUIT_RIM,UP_MS_REG
CC_Amer,FL,,I00008,CGPWWR,BASIN_RNG,LO_MS_REG
S_Afr,GA,,I00009,SPPRC,MS_PORT,SOURIS
SE_Asia,ID,,I00010,SPCF,,MO_REG
CAN,IL,,I00011,CFGL,,WHITE_RED
US,IN,,I00012,AGCLFC,,TXS_GULF
CHN_MNG,IA,,I00013,ECFF,,RIO_GRND
M_East,KS,,I00014,SAGSCCFL,,UP_CO_REG
JPN_KR,KY,,I00015,NLSFF,,LO_CO_REG
C_Asia,LA,,I00016,MDCFG,,GRT_BASIN
,ME,,I00017,LSFTCD,,PAC_NW
,MD,,I00018,NFF,,CA_REG
,,,I00997,,,
,,,I00998,,,
,,,I00999,,,
,,,I01000,,,
,,,I01001,,,
,,,I01002,,,
,,,I01003,,,
,,,I01004,,,
,,,I01005,,,
,,,I01006,,,
,,,I01007,,,
,,,I01008,,,
,,,I01009,,,
,,,I01010,,,
,,,I01011,,,
,,,I01012,,,
,,,I01013,,,
,,,I01014,,,
,,,I01015,,,
,,,I01016,,,
,,,I01017,,,
,,,I01018,,,
,,,I01019,,,
,,,I01020,,,
,,,I01021,,,
,,,I01022,,,
,,,I01023,,,
,,,I01024,,,
,,,I01025,,,
,,,I01026,,,
,,,I01027,,,
,,,I01028,,,
,,,I01029,,,
,,,I01030,,,
,,,I01031,,,
,,,I01032,,,
,,,I01033,,,
,,,I01034,,,
,,,I01035,,,
,,,I01036,,,
,,,I01037,,,
,,,I01038,,,
,,,I01039,,,
,,,I01040,,,
,,,I01041,,,
,,,I01042,,,
,,,I01043,,,
,,,I01044,,,
,,,I01045,,,
,,,I01046,,,
,,,I01047,,,
,,,I01048,,,
,,,I01049,,,
,,,I01050,,,
,,,I01051,,,
,,,I01052,,,
,,,I01053,,,
,,,I01054,,,
,,,I01055,,,
,,,I01056,,,
,,,I01057,,,
,,,I01058,,,
,,,I01059,,,
,,,I01060,,,
,,,I01061,,,
,,,I01062,,,
,,,I01063,,,
,,,I01064,,,
,,,I01065,,,
,,,I01066,,,
,,,I01067,,,
,,,I01068,,,
,,,I01069,,,
,,,I01070,,,
,,,I01071,,,
,,,I01072,,,
,,,I01073,,,
,,,I01074,,,
,,,I01075,,,
,,,I01076,,,
,,,I01077,,,
,,,I01078,,,
,,,I01079,,,
,,,I01080,,,
,,,I01081,,,
,,,I01082,,,
,,,I01083,,,
,,,I01084,,,
,,,I01085,,,
,,,I01086,,,
,,,I01087,,,
,,,I01088,,,
,,,I01089,,,
,,,I01090,,,
,,,I01091,,,
,,,I01092,,,
,,,I01093,,,
,,,I01094,,,
,,,I01095,,,
,,,I01096,,,
,,,I01097,,,
,,,I01098,,,
,,,I01099,,,
,,,I01100,,,
,,,I01101,,,
,,,I01102,,,
,,,I01103,,,
,,,I01104,,,
,,,I01105,,,
,,,I01106,,,
,,,I01107,,,
,,,I01108,,,
,,,I01109,,,
,,,I01110,,,
,,,I01111,,,
,,,I01112,,,
,,,I01113,,,
,,,I01114,,,
,,,I01115,,,
,,,I01116,,,
,,,I01117,,,
,,,I01118,,,
,,,I01119,,,
,,,I01120,,,
,,,I01121,,,
,,,I01122,,,
,,,I01123,,,
,,,I01124,,,
,,,I01125,,,
,,,I01126,,,
,,,I01127,,,
,,,I01128,,,
,,,I01129,,,
,,,I01130,,,
,,,I01131,,,
,,,I01132,,,
,,,I01133,,,
,,,I01134,,,
,,,I01135,,,
,,,I01136,,,
,,,I01137,,,
,,,I01138,,,
,,,I01139,,,
,,,I01140,,,
,,,I01141,,,
,,,I01142,,,
,,,I01143,,,
,,,I01144,,,
,,,I01145,,,
,,,I01146,,,
,,,I01147,,,
,,,I01148,,,
,,,I01149,,,
,,,I01150,,,
,,,I01151,,,
,,,I01152,,,
,,,I01153,,,
,,,I01154,,,
,,,I01155,,,
,,,I01156,,,
,,,I01157,,,
,,,I01158,,,
,,,I01159,,,
,,,I01160,,,
,,,I01161,,,
,,,I01162,,,
,,,I01163,,,
,,,I01164,,,
,,,I01165,,,
,,,I01166,,,
,,,I01167,,,
,,,I01168,,,
,,,I01169,,,
,,,I01170,,,
,,,I01171,,,
,,,I01172,,,
,,,I01173,,,
,,,I01174,,,
,,,I01175,,,
,,,I01176,,,
,,,I01177,,,
,,,I01178,,,
,,,I01179,,,
,,,I01180,,,
,,,I01181,,,
,,,I01182,,,
,,,I01183,,,
,,,I01184,,,
,,,I01185,,,
,,,I01186,,,
,,,I01187,,,
,,,I01188,,,
,,,I01189,,,
,,,I01190,,,
,,,I01191,,,
,,,I01192,,,
,,,I01193,,,
,,,I01194,,,
,,,I01195,,,
,,,I01196,,,
,,,I01197,,,
,,,I01198,,,
,,,I01199,,,
,,,I01200,,,
,,,I01201,,,
,,,I01202,,,
,,,I01203,,,
,,,I01204,,,
,,,I01205,,,
,,,I01206,,,
,,,I01207,,,
,,,I01208,,,
,,,I01209,,,
,,,I01210,,,
,,,I01211,,,
,,,I01212,,,
,,,I01213,,,
,,,I01214,,,
,,,I01215,,,
,,,I01216,,,
,,,I01217,,,
,,,I01218,,,
,,,I01219,,,
,,,I01220,,,
,,,I01221,,,
,,,I01222,,,
,,,I01223,,,
,,,I01224,,,
,,,I01225,,,
,,,I01226,,,
,,,I01227,,,
,,,I01228,,,
,,,I01229,,,
,,,I01230,,,
,,,I01231,,,
,,,I01232,,,
,,,I01233,,,
,,,I01234,,,
,,,I01235,,,
,,,I01236,,,
,,,I01237,,,
,,,I01238,,,
,,,I01239,,,
,,,I01240,,,
,,,I01241,,,
,,,I01242,,,
,,,I01243,,,
,,,I01244,,,
,,,I01245,,,
,,,I01246,,,
,,,I01247,,,
,,,I01248,,,
,,,I01249,,,
,,,I01250,,,
,,,I01251,,,
,,,I01252,,,
,,,I01253,,,
,,,I01254,,,
,,,I01255,,,
,,,I01256,,,
,,,I01257,,,
,,,I01258,,,
,,,I01259,,,
,,,I01260,,,
,,,I01261,,,
,,,I01262,,,
,,,I01263,,,
,,,I01264,,,
,,,I01265,,,
,,,I01266,,,
,,,I01267,,,
,,,I01268,,,
,,,I01269,,,
,,,I01270,,,
,,,I01271,,,
,,,I01272,,,
,,,I01273,,,
,,,I01274,,,
,,,I01275,,,
,,,I01276,,,
,,,I01277,,,
,,,I01278,,,
,,,I01279,,,
,,,I01280,,,
,,,I01281,,,
,,,I01282,,,
,,,I01283,,,
,,,I01284,,,
,,,I01285,,,
,,,I01286,,,
,,,I01287,,,
,,,I01288,,,
,,,I01289,,,
,,,I01290,,,
,,,I01291,,,
,,,I01292,,,
,,,I01293,,,
,,,I01294,,,
,,,I01295,,,
,,,I01296,,,
,,,I01297,,,
,,,I01298,,,
,,,I01299,,,
,,,I01300,,,
,,,I01301,,,
,,,I01302,,,
,,,I01303,,,
,,,I01304,,,
,,,I01305,,,
,,,I01306,,,
,,,I01307,,,
,,,I01308,,,
,,,I01309,,,
,,,I01310,,,
,,,I01311,,,
,,,I01312,,,
,,,I01313,,,
,,,I01314,,,
,,,I01315,,,
,,,I01316,,,
,,,I01317,,,
,,,I01318,,,
,,,I01319,,,
,,,I01320,,,
,,,I01321,,,
,,,I01322,,,
,,,I01323,,,
,,,I01324,,,
,,,I01325,,,
,,,I01326,,,
,,,I01327,,,
,,,I01328,,,
,,,I01329,,,
,,,I01330,,,
,,,I01331,,,
,,,I01332,,,
,,,I01333,,,
,,,I01334,,,
,,,I01335,,,
,,,I01336,,,
,,,I01337,,,
,,,I01338,,,
,,,I01339,,,
,,,I01340,,,
,,,I01341,,,
,,,I01342,,,
,,,I01343,,,
,,,I01344,,,
,,,I01345,,,
,,,I01346,,,
,,,I01347,,,
,,,I01348,,,
,,,I01349,,,
,,,I01350,,,
,,,I01351,,,
,,,I01352,,,
,,,I01353,,,
,,,I01354,,,
,,,I01355,,,
,,,I01356,,,
,,,I01357,,,
,,,I01358,,,
,,,I01359,,,
,,,I01360,,,
,,,I01361,,,
,,,I01362,,,
,,,I01363,,,
,,,I01364,,,
,,,I01365,,,
,,,I01366,,,
,,,I01367,,,
,,,I01368,,,
,,,I01369,,,
,,,I01370,,,
,,,I01371,,,
,,,I01372,,,
,,,I01373,,,
,,,I01374,,,
,,,I01375,,,
,,,I01376,,,
,,,I01377,,,
,,,I01378,,,
,,,I01379,,,
,,,I01380,,,
,,,I01381,,,
,,,I01382,,,
,,,I01383,,,
,,,I01384,,,
,,,I01385,,,
,,,I01386,,,
,,,I01387,,,
,,,I01388,,,
,,,I01389,,,
,,,I01390,,,
,,,I01391,,,
,,,I01392,,,
,,,I01393,,,
,,,I01394,,,
,,,I01395,,,
,,,I01396,,,
,,,I01397,,,
,,,I01398,,,
,,,I01399,,,
,,,I01400,,,
,,,I01401,,,
,,,I01402,,,
,,,I01403,,,
,,,I01404,,,
,,,I01405,,,
,,,I01406,,,
,,,I01407,,,
,,,I01408,,,
,,,I01409,,,
,,,I01410,,,
,,,I01411,,,
,,,I01412,,,
,,,I01413,,,
,,,I01414,,,
,,,I01415,,,
,,,I01416,,,
,,,I01417,,,
,,,I01418,,,
,,,I01419,,,
,,,I01420,,,
,,,I01421,,,
,,,I01422,,,
,,,I01423,,,
,,,I01424,,,
,,,I01425,,,
,,,I01426,,,
,,,I01427,,,
,,,I01428,,,
,,,I01429,,,
,,,I01430,,,
,,,I01431,,,
,,,I01432,,,
,,,I01433,,,
,,,I01434,,,
,,,I01435,,,
,,,I01436,,,
,,,I01437,,,
,,,I01438,,,
,,,I01439,,,
,,,I01440,,,
,,,I01441,,,
,,,I01442,,,
,,,I01443,,,
,,,I01444,,,
,,,I01445,,,
,,,I01446,,,
,,,I01447,,,
,,,I01448,,,
,,,I01449,,,
,,,I01450,,,
,,,I01451,,,
,,,I01452,,,
,,,I01453,,,
,,,I01454,,,
,,,I01455,,,
,,,I01456,,,
,,,I01457,,,
,,,I01458,,,
,,,I01459,,,
,,,I01460,,,
,,,I01461,,,
,,,I01462,,,
,,,I01463,,,
,,,I01464,,,
,,,I01465,,,
,,,I01466,,,
,,,I01467,,,
,,,I01468,,,
,,,I01469,,,
,,,I01470,,,
,,,I01471,,,
,,,I01472,,,
,,,I01473,,,
,,,I01474,,,
,,,I01475,,,
,,,I01476,,,
,,,I01477,,,
,,,I01478,,,
,,,I01479,,,
,,,I01480,,,
,,,I01481,,,
,,,I01482,,,
,,,I01483,,,
,,,I01484,,,
,,,I01485,,,
,,,I01486,,,
,,,I01487,,,
,,,I01488,,,
,,,I01489,,,
,,,I01490,,,
,,,I01491,,,
,,,I01492,,,
,,,I01493,,,
,,,I01494,,,
,,,I01495,,,
,,,I01496,,,
,,,I01497,,,
,,,I01498,,,
,,,I01499,,,
,,,I01500,,,
,,,I01501,,,
,,,I01502,,,
,,,I01503,,,
,,,I01504,,,
,,,I01505,,,
,,,I01506,,,
,,,I01507,,,
,,,I01508,,,
,,,I01509,,,
,,,I01510,,,
,,,I01511,,,
,,,I01512,,,
,,,I01513,,,
,,,I01514,,,
,,,I01515,,,
,,,I01516,,,
,,,I01517,,,
,,,I01518,,,
,,,I01519,,,
,,,I01520,,,
,,,I01521,,,
,,,I01522,,,
,,,I01523,,,
,,,I01524,,,
,,,I01525,,,
,,,I01526,,,
,,,I01527,,,
,,,I01528,,,
,,,I01529,,,
,,,I01530,,,
,,,I01531,,,
,,,I01532,,,
,,,I01533,,,
,,,I01534,,,
,,,I01535,,,
,,,I01536,,,
,,,I01537,,,
,,,I01538,,,
,,,I01539,,,
,,,I01540,,,
,,,I01541,,,
,,,I01542,,,
,,,I01543,,,
,,,I01544,,,
,,,I01545,,,
,,,I01546,,,
,,,I01547,,,
,,,I01548,,,
,,,I01549,,,
,,,I01550,,,
,,,I01551,,,
,,,I01552,,,
,,,I01553,,,
,,,I01554,,,
,,,I01555,,,
,,,I01556,,,
,,,I01557,,,
,,,I01558,,,
,,,I01559,,,
,,,I01560,,,
,,,I01561,,,
,,,I01562,,,
,,,I01563,,,
,,,I01564,,,
,,,I01565,,,
,,,I01566,,,
,,,I01567,,,
,,,I01568,,,
,,,I01569,,,
,,,I01570,,,
,,,I01571,,,
,,,I01572,,,
,,,I01573,,,
,,,I01574,,,
,,,I01575,,,
,,,I01576,,,
,,,I01577,,,
,,,I01578,,,
,,,I01579,,,
,,,I01580,,,
,,,I01581,,,
,,,I01582,,,
,,,I01583,,,
,,,I01584,,,
,,,I01585,,,
,,,I01586,,,
,,,I01587,,,
,,,I01588,,,
,,,I01589,,,
,,,I01590,,,
,,,I01591,,,
,,,I01592,,,
,,,I01593,,,
,,,I01594,,,
,,,I01595,,,
,,,I01596,,,
,,,I01597,,,
,,,I01598,,,
,,,I01599,,,
,,,I01600,,,
,,,I01601,,,
,,,I01602,,,
,,,I01603,,,
,,,I01604,,,
,,,I01605,,,
,,,I01606,,,
,,,I01607,,,
,,,I01608,,,
,,,I01609,,,
,,,I01610,,,
,,,I01611,,,
,,,I01612,,,
,,,I01613,,,
,,,I01614,,,
,,,I01615,,,
,,,I01616,,,
,,,I01617,,,
,,,I01618,,,
,,,I01619,,,
,,,I01620,,,
,,,I01621,,,
,,,I01622,,,
,,,I01623,,,
,,,I01624,,,
,,,I01625,,,
,,,I01626,,,
,,,I01627,,,
,,,I01628,,,
,,,I01629,,,
,,,I01630,,,
,,,I01631,,,
,,,I01632,,,
,,,I01633,,,
,,,I01634,,,
,,,I01635,,,
,,,I01636,,,
,,,I01637,,,
,,,I01638,,,
,,,I01639,,,
,,,I01640,,,
,,,I01641,,,
,,,I01642,,,
,,,I01643,,,
,,,I01644,,,
,,,I01645,,,
,,,I01646,,,
,,,I01647,,,
,,,I01648,,,
,,,I01649,,,
,,,I01650,,,
,,,I01651,,,
,,,I01652,,,
,,,I01653,,,
,,,I01654,,,
,,,I01655,,,
,,,I01656,,,
,,,I01657,,,
,,,I01658,,,
,,,I01659,,,
,,,I01660,,,
,,,I01661,,,
,,,I01662,,,
,,,I01663,,,
,,,I01664,,,
,,,I01665,,,
,,,I01666,,,
,,,I01667,,,
,,,I01668,,,
,,,I01669,,,
,,,I01670,,,
,,,I01671,,,
,,,I01672,,,
,,,I01673,,,
,,,I01674,,,
,,,I01675,,,
,,,I01676,,,
,,,I01677,,,
,,,I01678,,,
,,,I01679,,,
,,,I01680,,,
,,,I01681,,,
,,,I01682,,,
,,,I01683,,,
,,,I01684,,,
,,,I01685,,,
,,,I01686,,,
,,,I01687,,,
,,,I01688,,,
,,,I01689,,,
,,,I01690,,,
,,,I01691,,,
,,,I01692,,,
,,,I01693,,,
,,,I01694,,,
,,,I01695,,,
,,,I01696,,,
,,,I01697,,,
,,,I01698,,,
,,,I01699,,,
,,,I01700,,,
,,,I01701,,,
,,,I01702,,,
,,,I01703,,,
,,,I01704,,,
,,,I01705,,,
,,,I01706,,,
,,,I01707,,,
,,,I01708,,,
,,,I01709,,,
,,,I01710,,,
,,,I01711,,,
,,,I01712,,,
,,,I01713,,,
,,,I01714,,,
,,,I01715,,,
,,,I01716,,,
,,,I01717,,,
,,,I01718,,,
,,,I01719,,,
,,,I01720,,,
,,,I01721,,,
,,,I01722,,,
,,,I01723,,,
,,,I01724,,,
,,,I01725,,,
,,,I01726,,,
,,,I01727,,,
,,,I01728,,,
,,,I01729,,,
,,,I01730,,,
,,,I01731,,,
,,,I01732,,,
,,,I01733,,,
,,,I01734,,,
,,,I01735,,,
,,,I01736,,,
,,,I01737,,,
,,,I01738,,,
,,,I01739,,,
,,,I01740,,,
,,,I01741,,,
,,,I01742,,,
,,,I01743,,,
,,,I01744,,,
,,,I01745,,,
,,,I01746,,,
,,,I01747,,,
,,,I01748,,,
,,,I01749,,,
,,,I01750,,,
,,,I01751,,,
,,,I01752,,,
,,,I01753,,,
,,,I01754,,,
,,,I01755,,,
,,,I01756,,,
,,,I01757,,,
,,,I01758,,,
,,,I01759,,,
,,,I01760,,,
,,,I01761,,,
,,,I01762,,,
,,,I01763,,,
,,,I01764,,,
,,,I01765,,,
,,,I01766,,,
,,,I01767,,,
,,,I01768,,,
,,,I01769,,,
,,,I01770,,,
,,,I01771,,,
,,,I01772,,,
,,,I01773,,,
,,,I01774,,,
,,,I01775,,,
,,,I01776,,,
,,,I01777,,,
,,,I01778,,,
,,,I01779,,,
,,,I01780,,,
,,,I01781,,,
,,,I01782,,,
,,,I01783,,,
,,,I01784,,,
,,,I01785,,,
,,,I01786,,,
,,,I01787,,,
,,,I01788,,,
,,,I01789,,,
,,,I01790,,,
,,,I01791,,,
,,,I01792,,,
,,,I01793,,,
,,,I01794,,,
,,,I01795,,,
,,,I01796,,,
,,,I01797,,,
,,,I01798,,,
,,,I01799,,,
,,,I01800,,,
,,,I01801,,,
,,,I01802,,,
,,,I01803,,,
,,,I01804,,,
,,,I01805,,,
,,,I01806,,,
,,,I01807,,,
,,,I01808,,,
,,,I01809,,,
,,,I01810,,,
,,,I01811,,,
,,,I01812,,,
,,,I01813,,,
,,,I01814,,,
,,,I01815,,,
,,,I01816,,,
,,,I01817,,,
,,,I01818,,,
,,,I01819,,,
,,,I01820,,,
,,,I01821,,,
,,,I01822,,,
,,,I01823,,,
,,,I01824,,,
,,,I01825,,,
,,,I01826,,,
,,,I01827,,,
,,,I01828,,,
,,,I01829,,,
,,,I01830,,,
,,,I01831,,,
,,,I01832,,,
,,,I01833,,,
,,,I01834,,,
,,,I01835,,,
,,,I01836,,,
,,,I01837,,,
,,,I01838,,,
,,,I01839,,,
,,,I01840,,,
,,,I01841,,,
,,,I01842,,,
,,,I01843,,,
,,,I01844,,,
,,,I01845,,,
,,,I01846,,,
,,,I01847,,,
,,,I01848,,,
,,,I01849,,,
,,,I01850,,,
,,,I01851,,,
,,,I01852,,,
,,,I01853,,,
,,,I01854,,,
,,,I01855,,,
,,,I01856,,,
,,,I01857,,,
,,,I01858,,,
,,,I01859,,,
,,,I01860,,,
,,,I01861,,,
,,,I01862,,,
,,,I01863,,,
,,,I01864,,,
,,,I01865,,,
,,,I01866,,,
,,,I01867,,,
,,,I01868,,,
,,,I01869,,,
,,,I01870,,,
,,,I01871,,,
,,,I01872,,,
,,,I01873,,,
,,,I01874,,,
,,,I01875,,,
,,,I01876,,,
,,,I01877,,,
,,,I01878,,,
,,,I01879,,,
,,,I01880,,,
,,,I01881,,,
,,,I01882,,,
,,,I01883,,,
,,,I01884,,,
,,,I01885,,,
,,,I01886,,,
,,,I01887,,,
,,,I01888,,,
,,,I01889,,,
,,,I01890,,,
,,,I01891,,,
,,,I01892,,,
,,,I01893,,,
,,,I01894,,,
,,,I01895,,,
,,,I01896,,,
,,,I01897,,,
,,,I01898,,,
,,,I01899,,,
,,,I01900,,,
,,,I01901,,,
,,,I01902,,,
,,,I01903,,,
,,,I01904,,,
,,,I01905,,,
,,,I01906,,,
,,,I01907,,,
,,,I01908,,,
,,,I01909,,,
,,,I01910,,,
,,,I01911,,,
,,,I01912,,,
,,,I01913,,,
,,,I01914,,,
,,,I01915,,,
,,,I01916,,,
,,,I01917,,,
,,,I01918,,,
,,,I01919,,,
,,,I01920,,,
,,,I01921,,,
,,,I01922,,,
,,,I01923,,,
,,,I01924,,,
,,,I01925,,,
,,,I01926,,,
,,,I01927,,,
,,,I01928,,,
,,,I01929,,,
,,,I01930,,,
,,,I01931,,,
,,,I01932,,,
,,,I01933,,,
,,,I01934,,,
,,,I01935,,,
,,,I01936,,,
,,,I01937,,,
,,,I01938,,,
,,,I01939,,,
,,,I01940,,,
,,,I01941,,,
,,,I01942,,,
,,,I01943,,,
,,,I01944,,,
,,,I01945,,,
,,,I01946,,,
,,,I01947,,,
,,,I01948,,,
,,,I01949,,,
,,,I01950,,,
,,,I01951,,,
,,,I01952,,,
,,,I01953,,,
,,,I01954,,,
,,,I01955,,,
,,,I01956,,,
,,,I01957,,,
,,,I01958,,,
,,,I01959,,,
,,,I01960,,,
,,,I01961,,,
,,,I01962,,,
,,,I01963,,,
,,,I01964,,,
,,,I01965,,,
,,,I01966,,,
,,,I01967,,,
,,,I01968,,,
,,,I01969,,,
,,,I01970,,,
,,,I01971,,,
,,,I01972,,,
,,,I01973,,,
,,,I01974,,,
,,,I01975,,,
,,,I01976,,,
,,,I01977,,,
,,,I01978,,,
,,,I01979,,,
,,,I01980,,,
,,,I01981,,,
,,,I01982,,,
,,,I01983,,,
,,,I01984,,,
,,,I01985,,,
,,,I01986,,,
,,,I01987,,,
,,,I01988,,,
,,,I01989,,,
,,,I01990,,,
,,,I01991,,,
,,,I01992,,,
,,,I01993,,,
,,,I01994,,,
,,,I01995,,,
,,,I01996,,,
,,,I01997,,,
,,,I01998,,,
,,,I01999,,,
,,,I02000,,,
,,,I02001,,,
,,,I02002,,,
,,,I02003,,,
,,,I02004,,,
,,,I02005,,,
,,,I02006,,,
,,,I02007,,,
,,,I02008,,,
,,,I02009,,,
,,,I02010,,,
,,,I02011,,,
,,,I02012,,,
,,,I02013,,,
,,,I02014,,,
,,,I02015,,,
,,,I02016,,,
,,,I02017,,,
,,,I02018,,,
,,,I02019,,,
,,,I02020,,,
,,,I02021,,,
,,,I02022,,,
,,,I02023,,,
,,,I02024,,,
,,,I02025,,,
,,,I02026,,,
,,,I02027,,,
,,,I02028,,,
,,,I02029,,,
,,,I02030,,,
,,,I02031,,,
,,,I02032,,,
,,,I02033,,,
,,,I02034,,,
,,,I02035,,,
,,,I02036,,,
,,,I02037,,,
,,,I02038,,,
,,,I02039,,,
,,,I02040,,,
,,,I02041,,,
,,,I02042,,,
,,,I02043,,,
,,,I02044,,,
,,,I02045,,,
,,,I02046,,,
,,,I02047,,,
,,,I02048,,,
,,,I02049,,,
,,,I02050,,,
,,,I02051,,,
,,,I02052,,,
,,,I02053,,,
,,,I02054,,,
,,,I02055,,,
,,,I02056,,,
,,,I02057,,,
,,,I02058,,,
,,,I02059,,,
,,,I02060,,,
,,,I02061,,,
,,,I02062,,,
,,,I02063,,,
,,,I02064,,,
,,,I02065,,,
,,,I02066,,,
,,,I02067,,,
,,,I02068,,,
,,,I02069,,,
,,,I02070,,,
,,,I02071,,,
,,,I02072,,,
,,,I02073,,,
,,,I02074,,,
,,,I02075,,,
,,,I02076,,,
,,,I02077,,,
,,,I02078,,,
,,,I02079,,,
,,,I02080,,,
,,,I02081,,,
,,,I02082,,,
,,,I02083,,,
,,,I02084,,,
,,,I02085,,,
,,,I02086,,,
,,,I02087,,,
,,,I02088,,,
,,,I02089,,,
,,,I02090,,,
,,,I02091,,,
,,,I02092,,,
,,,I02093,,,
,,,I02094,,,
,,,I02095,,,
,,,I02096,,,
,,,I02097,,,
,,,I02098,,,
,,,I02099,,,
,,,I02100,,,
,,,I02101,,,
,,,I02102,,,
,,,I02103,,,
,,,I02104,,,
,,,I02105,,,
,,,I02106,,,
,,,I02107,,,
,,,I02108,,,
,,,I02109,,,
,,,I02110,,,
,,,I02111,,,
,,,I02112,,,
,,,I02113,,,
,,,I02114,,,
,,,I02115,,,
,,,I02116,,,
,,,I02117,,,
,,,I02118,,,
,,,I02119,,,
,,,I02120,,,
,,,I02121,,,
,,,I02122,,,
,,,I02123,,,
,,,I02124,,,
,,,I02125,,,
,,,I02126,,,
,,,I02127,,,
,,,I02128,,,
,,,I02129,,,
,,,I02130,,,
,,,I02131,,,
,,,I02132,,,
,,,I02133,,,
,,,I02134,,,
,,,I02135,,,
,,,I02136,,,
,,,I02137,,,
,,,I02138,,,
,,,I02139,,,
,,,I02140,,,
,,,I02141,,,
,,,I02142,,,
,,,I02143,,,
,,,I02144,,,
,,,I02145,,,
,,,I02146,,,
,,,I02147,,,
,,,I02148,,,
,,,I02149,,,
,,,I02150,,,
,,,I02151,,,
,,,I02152,,,
,,,I02153,,,
,,,I02154,,,
,,,I02155,,,
,,,I02156,,,
,,,I02157,,,
,,,I02158,,,
,,,I02159,,,
,,,I02160,,,
,,,I02161,,,
,,,I02162,,,
,,,I02163,,,
,,,I02164,,,
,,,I02165,,,
,,,I02166,,,
,,,I02167,,,
,,,I02168,,,
,,,I02169,,,
,,,I02170,,,
,,,I02171,,,
,,,I02172,,,
,,,I02173,,,
,,,I02174,,,
,,,I02175,,,
,,,I02176,,,
,,,I02177,,,
,,,I02178,,,
,,,I02179,,,
,,,I02180,,,
,,,I02181,,,
,,,I02182,,,
,,,I02183,,,
,,,I02184,,,
,,,I02185,,,
,,,I02186,,,
,,,I02187,,,
,,,I02188,,,
,,,I02189,,,
,,,I02190,,,
,,,I02191,,,
,,,I02192,,,
,,,I02193,,,
,,,I02194,,,
,,,I02195,,,
,,,I02196,,,
,,,I02197,,,
,,,I02198,,,
,,,I02199,,,
,,,I02200,,,
,,,I02201,,,
,,,I02202,,,
,,,I02203,,,
,,,I02204,,,
,,,I02205,,,
,,,I02206,,,
,,,I02207,,,
,,,I02208,,,
,,,I02209,,,
,,,I02210,,,
,,,I02211,,,
,,,I02212,,,
,,,I02213,,,
,,,I02214,,,
,,,I02215,,,
,,,I02216,,,
,,,I02217,,,
,,,I02218,,,
,,,I02219,,,
,,,I02220,,,
,,,I02221,,,
,,,I02222,,,
,,,I02223,,,
,,,I02224,,,
,,,I02225,,,
,,,I02226,,,
,,,I02227,,,
,,,I02228,,,
,,,I02229,,,
,,,I02230,,,
,,,I02231,,,
,,,I02232,,,
,,,I02233,,,
,,,I02234,,,
,,,I02235,,,
,,,I02236,,,
,,,I02237,,,
,,,I02238,,,
,,,I02239,,,
,,,I02240,,,
,,,I02241,,,
,,,I02242,,,
,,,I02243,,,
,,,I02244,,,
,,,I02245,,,
,,,I02246,,,
,,,I02247,,,
,,,I02248,,,
,,,I02249,,,
,,,I02250,,,
,,,I02251,,,
,,,I02252,,,
,,,I02253,,,
,,,I02254,,,
,,,I02255,,,
,,,I02256,,,
,,,I02257,,,
,,,I02258,,,
,,,I02259,,,
,,,I02260,,,
,,,I02261,,,
,,,I02262,,,
,,,I02263,,,
,,,I02264,,,
,,,I02265,,,
,,,I02266,,,
,,,I02267,,,
,,,I02268,,,
,,,I02269,,,
,,,I02270,,,
,,,I02271,,,
,,,I02272,,,
,,,I02273,,,
,,,I02274,,,
,,,I02275,,,
,,,I02276,,,
,,,I02277,,,
,,,I02278,,,
,,,I02279,,,
,,,I02280,,,
,,,I02281,,,
,,,I02282,,,
,,,I02283,,,
,,,I02284,,,
,,,I02285,,,
,,,I02286,,,
,,,I02287,,,
,,,I02288,,,
,,,I02289,,,
,,,I02290,,,
,,,I02291,,,
,,,I02292,,,
,,,I02293,,,
,,,I02294,,,
,,,I02295,,,
,,,I02296,,,
,,,I02297,,,
,,,I02298,,,
,,,I02299,,,
,,,I02300,,,
,,,I02301,,,
,,,I02302,,,
,,,I02303,,,
,,,I02304,,,
,,,I02305,,,
,,,I02306,,,
,,,I02307,,,
,,,I02308,,,
,,,I02309,,,
,,,I02310,,,
,,,I02311,,,
,,,I02312,,,
,,,I02313,,,
,,,I02314,,,
,,,I02315,,,
,,,I02316,,,
,,,I02317,,,
,,,I02318,,,
,,,I02319,,,
,,,I02320,,,
,,,I02321,,,
,,,I02322,,,
,,,I02323,,,
,,,I02324,,,
,,,I02325,,,
,,,I02326,,,
,,,I02327,,,
,,,I02328,,,
,,,I02329,,,
,,,I02330,,,
,,,I02331,,,
,,,I02332,,,
,,,I02333,,,
,,,I02334,,,
,,,I02335,,,
