x,y,STATE
-124.4583333,42.79166693,OR
-124.4583333,42.87500026,OR
-124.375,42.45833361,OR
-124.375,42.95833359,OR
-124.375,43.04166692,OR
-124.375,43.12500025,OR
-124.375,43.20833358,OR
-124.375,47.95833339,WA
-124.2916667,40.54166702,CA
-124.2916667,43.12500025,OR
-124.2916667,43.20833358,OR
-124.2083334,40.54166702,CA
-124.2083334,40.62500035,CA
-124.2083334,42.04166696,OR
-124.2083334,42.12500029,OR
-124.2083334,43.12500025,OR
-124.2083334,43.29166691,OR
-124.2083334,43.45833357,OR
-124.1250001,40.54166702,CA
-124.1250001,40.87500034,CA
-124.1250001,42.12500029,OR
-124.1250001,42.20833362,OR
-124.1250001,42.95833359,OR
-124.1250001,43.04166692,OR
-124.1250001,43.12500025,OR
-124.1250001,43.20833358,OR
-124.1250001,43.29166691,OR
-124.1250001,43.37500024,OR
-124.1250001,43.45833357,OR
-124.0416668,40.54166702,CA
-124.0416668,43.12500025,OR
-124.0416668,43.20833358,OR
-124.0416668,43.37500024,OR
-123.9583335,40.37500036,CA
-123.9583335,40.45833369,CA
-123.9583335,43.79166689,OR
-123.9583335,44.70833352,OR
-123.9583335,44.79166685,OR
-123.9583335,44.87500018,OR
-123.9583335,47.20833342,WA
-123.8750002,40.37500036,CA
-123.8750002,43.12500025,OR
-123.8750002,43.5416669,OR
-123.8750002,44.12500021,OR
-123.8750002,44.70833352,OR
-123.8750002,44.79166685,OR
-123.8750002,45.12500017,OR
-123.8750002,45.2083335,OR
-123.8750002,45.29166683,OR
-123.8750002,45.45833349,OR
-123.8750002,45.70833348,OR
-123.8750002,45.79166681,OR
-123.8750002,46.12500013,OR
-123.7916669,42.37500028,OR
-123.7916669,43.5416669,OR
-123.7916669,44.70833352,OR
-123.7916669,44.79166685,OR
-123.7916669,45.37500016,OR
-123.7916669,45.45833349,OR
-123.7916669,45.54166682,OR
-123.7916669,45.70833348,OR
-123.7916669,45.79166681,OR
-123.7916669,47.12500009,WA
-123.7083336,42.20833362,OR
-123.7083336,42.29166695,OR
-123.7083336,43.62500023,OR
-123.7083336,43.70833356,OR
-123.7083336,44.3750002,OR
-123.7083336,44.62500019,OR
-123.7083336,44.87500018,OR
-123.7083336,45.12500017,OR
-123.7083336,45.45833349,OR
-123.7083336,46.12500013,OR
-123.7083336,46.70833344,WA
-123.7083336,46.8750001,WA
-123.7083336,47.04166676,WA
-123.7083336,47.12500009,WA
-123.6250003,40.95833367,CA
-123.6250003,42.12500029,OR
-123.6250003,42.20833362,OR
-123.6250003,42.29166695,OR
-123.6250003,43.37500024,OR
-123.6250003,43.62500023,OR
-123.6250003,44.3750002,OR
-123.6250003,44.62500019,OR
-123.6250003,44.79166685,OR
-123.6250003,45.04166684,OR
-123.6250003,45.12500017,OR
-123.6250003,45.87500014,OR
-123.6250003,46.12500013,OR
-123.6250003,46.37500012,WA
-123.6250003,46.95833343,WA
-123.6250003,47.04166676,WA
-123.6250003,47.12500009,WA
-123.541667,39.12500041,CA
-123.541667,42.12500029,OR
-123.541667,42.45833361,OR
-123.541667,43.12500025,OR
-123.541667,43.20833358,OR
-123.541667,43.5416669,OR
-123.541667,43.62500023,OR
-123.541667,44.20833354,OR
-123.541667,44.3750002,OR
-123.541667,44.54166686,OR
-123.541667,44.62500019,OR
-123.541667,44.70833352,OR
-123.541667,45.04166684,OR
-123.541667,45.12500017,OR
-123.541667,45.87500014,OR
-123.541667,45.95833347,OR
-123.541667,46.12500013,OR
-123.541667,46.37500012,WA
-123.541667,46.95833343,WA
-123.541667,47.04166676,WA
-123.541667,47.12500009,WA
-123.4583337,39.04166708,CA
-123.4583337,39.12500041,CA
-123.4583337,39.62500039,CA
-123.4583337,39.70833372,CA
-123.4583337,42.37500028,OR
-123.4583337,42.45833361,OR
-123.4583337,42.7083336,OR
-123.4583337,42.87500026,OR
-123.4583337,42.95833359,OR
-123.4583337,43.12500025,OR
-123.4583337,43.20833358,OR
-123.4583337,43.29166691,OR
-123.4583337,43.37500024,OR
-123.4583337,44.04166688,OR
-123.4583337,44.12500021,OR
-123.4583337,44.20833354,OR
-123.4583337,44.45833353,OR
-123.4583337,44.54166686,OR
-123.4583337,44.62500019,OR
-123.4583337,44.70833352,OR
-123.4583337,44.79166685,OR
-123.4583337,44.87500018,OR
-123.4583337,44.95833351,OR
-123.4583337,45.04166684,OR
-123.4583337,45.12500017,OR
-123.4583337,45.95833347,OR
-123.4583337,46.12500013,OR
-123.4583337,46.29166679,WA
-123.4583337,46.95833343,WA
-123.4583337,47.04166676,WA
-123.4583337,47.12500009,WA
-123.4583337,47.20833342,WA
-123.3750004,38.95833375,CA
-123.3750004,39.04166708,CA
-123.3750004,41.79166697,CA
-123.3750004,41.8750003,CA
-123.3750004,42.37500028,OR
-123.3750004,42.45833361,OR
-123.3750004,42.54166694,OR
-123.3750004,42.87500026,OR
-123.3750004,42.95833359,OR
-123.3750004,43.04166692,OR
-123.3750004,43.12500025,OR
-123.3750004,43.20833358,OR
-123.3750004,43.29166691,OR
-123.3750004,43.37500024,OR
-123.3750004,43.62500023,OR
-123.3750004,43.95833355,OR
-123.3750004,44.04166688,OR
-123.3750004,44.12500021,OR
-123.3750004,44.20833354,OR
-123.3750004,44.29166687,OR
-123.3750004,44.3750002,OR
-123.3750004,44.45833353,OR
-123.3750004,44.54166686,OR
-123.3750004,44.62500019,OR
-123.3750004,44.70833352,OR
-123.3750004,44.79166685,OR
-123.3750004,44.87500018,OR
-123.3750004,44.95833351,OR
-123.3750004,45.04166684,OR
-123.3750004,45.12500017,OR
-123.3750004,45.2083335,OR
-123.3750004,46.12500013,OR
-123.3750004,46.29166679,WA
-123.3750004,46.54166678,WA
-123.3750004,46.95833343,WA
-123.3750004,47.12500009,WA
-123.2916671,42.20833362,OR
-123.2916671,42.29166695,OR
-123.2916671,42.45833361,OR
-123.2916671,42.79166693,OR
-123.2916671,42.95833359,OR
-123.2916671,43.04166692,OR
-123.2916671,43.12500025,OR
-123.2916671,43.20833358,OR
-123.2916671,43.29166691,OR
-123.2916671,43.37500024,OR
-123.2916671,43.45833357,OR
-123.2916671,43.5416669,OR
-123.2916671,43.62500023,OR
-123.2916671,43.87500022,OR
-123.2916671,43.95833355,OR
-123.2916671,44.04166688,OR
-123.2916671,44.12500021,OR
-123.2916671,44.20833354,OR
-123.2916671,44.29166687,OR
-123.2916671,44.3750002,OR
-123.2916671,44.45833353,OR
-123.2916671,44.54166686,OR
-123.2916671,44.62500019,OR
-123.2916671,44.70833352,OR
-123.2916671,44.79166685,OR
-123.2916671,44.87500018,OR
-123.2916671,44.95833351,OR
-123.2916671,45.04166684,OR
-123.2916671,45.12500017,OR
-123.2916671,45.2083335,OR
-123.2916671,45.29166683,OR
-123.2916671,45.37500016,OR
-123.2916671,45.45833349,OR
-123.2916671,45.62500015,OR
-123.2916671,45.79166681,OR
-123.2916671,45.87500014,OR
-123.2916671,46.0416668,OR
-123.2916671,46.12500013,OR
-123.2916671,46.54166678,WA
-123.2916671,46.62500011,WA
-123.2916671,46.70833344,WA
-123.2916671,46.79166677,WA
-123.2916671,46.8750001,WA
-123.2916671,46.95833343,WA
-123.2083338,39.04166708,CA
-123.2083338,39.12500041,CA
-123.2083338,39.20833374,CA
-123.2083338,39.29166707,CA
-123.2083338,39.79166705,CA
-123.2083338,40.54166702,CA
-123.2083338,42.20833362,OR
-123.2083338,42.29166695,OR
-123.2083338,42.45833361,OR
-123.2083338,42.54166694,OR
-123.2083338,42.79166693,OR
-123.2083338,42.87500026,OR
-123.2083338,42.95833359,OR
-123.2083338,43.04166692,OR
-123.2083338,43.12500025,OR
-123.2083338,43.20833358,OR
-123.2083338,43.29166691,OR
-123.2083338,43.37500024,OR
-123.2083338,43.45833357,OR
-123.2083338,43.5416669,OR
-123.2083338,43.62500023,OR
-123.2083338,43.79166689,OR
-123.2083338,43.87500022,OR
-123.2083338,43.95833355,OR
-123.2083338,44.04166688,OR
-123.2083338,44.12500021,OR
-123.2083338,44.20833354,OR
-123.2083338,44.29166687,OR
-123.2083338,44.3750002,OR
-123.2083338,44.45833353,OR
-123.2083338,44.54166686,OR
-123.2083338,44.62500019,OR
-123.2083338,44.70833352,OR
-123.2083338,44.79166685,OR
-123.2083338,44.87500018,OR
-123.2083338,44.95833351,OR
-123.2083338,45.04166684,OR
-123.2083338,45.12500017,OR
-123.2083338,45.2083335,OR
-123.2083338,45.29166683,OR
-123.2083338,45.37500016,OR
-123.2083338,45.45833349,OR
-123.2083338,45.54166682,OR
-123.2083338,45.62500015,OR
-123.2083338,45.70833348,OR
-123.2083338,45.87500014,OR
-123.2083338,46.12500013,OR
-123.2083338,46.20833346,WA
-123.2083338,46.62500011,WA
-123.2083338,46.70833344,WA
-123.2083338,46.79166677,WA
-123.2083338,46.8750001,WA
-123.2083338,47.20833342,WA
-123.2083338,47.29166675,WA
-123.1250005,38.95833375,CA
-123.1250005,39.04166708,CA
-123.1250005,39.12500041,CA
-123.1250005,39.29166707,CA
-123.1250005,39.3750004,CA
-123.1250005,42.12500029,OR
-123.1250005,42.20833362,OR
-123.1250005,42.29166695,OR
-123.1250005,42.37500028,OR
-123.1250005,42.45833361,OR
-123.1250005,42.54166694,OR
-123.1250005,42.79166693,OR
-123.1250005,42.95833359,OR
-123.1250005,43.04166692,OR
-123.1250005,43.12500025,OR
-123.1250005,43.20833358,OR
-123.1250005,43.29166691,OR
-123.1250005,43.37500024,OR
-123.1250005,43.45833357,OR
-123.1250005,43.5416669,OR
-123.1250005,43.62500023,OR
-123.1250005,43.70833356,OR
-123.1250005,43.87500022,OR
-123.1250005,43.95833355,OR
-123.1250005,44.04166688,OR
-123.1250005,44.12500021,OR
-123.1250005,44.20833354,OR
-123.1250005,44.29166687,OR
-123.1250005,44.3750002,OR
-123.1250005,44.45833353,OR
-123.1250005,44.54166686,OR
-123.1250005,44.62500019,OR
-123.1250005,44.70833352,OR
-123.1250005,44.79166685,OR
-123.1250005,44.87500018,OR
-123.1250005,44.95833351,OR
-123.1250005,45.04166684,OR
-123.1250005,45.12500017,OR
-123.1250005,45.2083335,OR
-123.1250005,45.29166683,OR
-123.1250005,45.37500016,OR
-123.1250005,45.45833349,OR
-123.1250005,45.54166682,OR
-123.1250005,45.62500015,OR
-123.1250005,45.70833348,OR
-123.1250005,45.87500014,OR
-123.1250005,45.95833347,OR
-123.1250005,46.0416668,OR
-123.1250005,46.12500013,OR
-123.1250005,46.20833346,WA
-123.1250005,46.45833345,WA
-123.1250005,46.54166678,WA
-123.1250005,46.62500011,WA
-123.1250005,46.70833344,WA
-123.1250005,46.79166677,WA
-123.1250005,46.8750001,WA
-123.1250005,47.12500009,WA
-123.1250005,47.20833342,WA
-123.1250005,47.29166675,WA
-123.0416672,38.70833376,CA
-123.0416672,38.79166709,CA
-123.0416672,38.95833375,CA
-123.0416672,39.04166708,CA
-123.0416672,39.29166707,CA
-123.0416672,42.12500029,OR
-123.0416672,42.20833362,OR
-123.0416672,42.37500028,OR
-123.0416672,42.45833361,OR
-123.0416672,42.54166694,OR
-123.0416672,42.95833359,OR
-123.0416672,43.29166691,OR
-123.0416672,43.45833357,OR
-123.0416672,43.62500023,OR
-123.0416672,43.70833356,OR
-123.0416672,43.79166689,OR
-123.0416672,43.87500022,OR
-123.0416672,43.95833355,OR
-123.0416672,44.04166688,OR
-123.0416672,44.12500021,OR
-123.0416672,44.20833354,OR
-123.0416672,44.29166687,OR
-123.0416672,44.3750002,OR
-123.0416672,44.45833353,OR
-123.0416672,44.54166686,OR
-123.0416672,44.62500019,OR
-123.0416672,44.70833352,OR
-123.0416672,44.79166685,OR
-123.0416672,44.87500018,OR
-123.0416672,44.95833351,OR
-123.0416672,45.04166684,OR
-123.0416672,45.12500017,OR
-123.0416672,45.2083335,OR
-123.0416672,45.29166683,OR
-123.0416672,45.37500016,OR
-123.0416672,45.45833349,OR
-123.0416672,45.54166682,OR
-123.0416672,45.62500015,OR
-123.0416672,45.70833348,OR
-123.0416672,45.95833347,OR
-123.0416672,46.12500013,OR
-123.0416672,46.20833346,WA
-123.0416672,46.37500012,WA
-123.0416672,46.45833345,WA
-123.0416672,46.54166678,WA
-123.0416672,46.62500011,WA
-123.0416672,46.70833344,WA
-123.0416672,46.79166677,WA
-123.0416672,46.8750001,WA
-122.9583339,38.5416671,CA
-122.9583339,38.62500043,CA
-122.9583339,38.70833376,CA
-122.9583339,38.79166709,CA
-122.9583339,39.04166708,CA
-122.9583339,39.12500041,CA
-122.9583339,39.20833374,CA
-122.9583339,41.54166698,CA
-122.9583339,41.62500031,CA
-122.9583339,42.29166695,OR
-122.9583339,42.37500028,OR
-122.9583339,42.45833361,OR
-122.9583339,42.54166694,OR
-122.9583339,42.62500027,OR
-122.9583339,43.20833358,OR
-122.9583339,43.70833356,OR
-122.9583339,43.79166689,OR
-122.9583339,43.87500022,OR
-122.9583339,43.95833355,OR
-122.9583339,44.04166688,OR
-122.9583339,44.12500021,OR
-122.9583339,44.29166687,OR
-122.9583339,44.3750002,OR
-122.9583339,44.45833353,OR
-122.9583339,44.54166686,OR
-122.9583339,44.62500019,OR
-122.9583339,44.70833352,OR
-122.9583339,44.79166685,OR
-122.9583339,44.87500018,OR
-122.9583339,44.95833351,OR
-122.9583339,45.04166684,OR
-122.9583339,45.12500017,OR
-122.9583339,45.2083335,OR
-122.9583339,45.29166683,OR
-122.9583339,45.37500016,OR
-122.9583339,45.45833349,OR
-122.9583339,45.54166682,OR
-122.9583339,45.62500015,OR
-122.9583339,45.70833348,OR
-122.9583339,45.95833347,OR
-122.9583339,46.0416668,OR
-122.9583339,46.12500013,WA
-122.9583339,46.20833346,WA
-122.9583339,46.29166679,WA
-122.9583339,46.37500012,WA
-122.9583339,46.45833345,WA
-122.9583339,46.54166678,WA
-122.9583339,46.62500011,WA
-122.9583339,46.70833344,WA
-122.9583339,46.79166677,WA
-122.9583339,46.8750001,WA
-122.9583339,46.95833343,WA
-122.9583339,47.04166676,WA
-122.9583339,47.29166675,WA
-122.8750006,38.37500044,CA
-122.8750006,38.45833377,CA
-122.8750006,38.5416671,CA
-122.8750006,38.62500043,CA
-122.8750006,38.70833376,CA
-122.8750006,38.95833375,CA
-122.8750006,39.12500041,CA
-122.8750006,39.20833374,CA
-122.8750006,41.37500032,CA
-122.8750006,41.45833365,CA
-122.8750006,41.54166698,CA
-122.8750006,41.62500031,CA
-122.8750006,41.79166697,CA
-122.8750006,41.8750003,CA
-122.8750006,42.20833362,OR
-122.8750006,42.29166695,OR
-122.8750006,42.37500028,OR
-122.8750006,42.45833361,OR
-122.8750006,42.54166694,OR
-122.8750006,42.62500027,OR
-122.8750006,42.87500026,OR
-122.8750006,43.70833356,OR
-122.8750006,43.79166689,OR
-122.8750006,43.87500022,OR
-122.8750006,43.95833355,OR
-122.8750006,44.04166688,OR
-122.8750006,44.12500021,OR
-122.8750006,44.20833354,OR
-122.8750006,44.29166687,OR
-122.8750006,44.3750002,OR
-122.8750006,44.45833353,OR
-122.8750006,44.54166686,OR
-122.8750006,44.62500019,OR
-122.8750006,44.70833352,OR
-122.8750006,44.79166685,OR
-122.8750006,44.87500018,OR
-122.8750006,44.95833351,OR
-122.8750006,45.04166684,OR
-122.8750006,45.12500017,OR
-122.8750006,45.2083335,OR
-122.8750006,45.29166683,OR
-122.8750006,45.37500016,OR
-122.8750006,45.45833349,OR
-122.8750006,45.54166682,OR
-122.8750006,45.62500015,OR
-122.8750006,45.70833348,OR
-122.8750006,45.79166681,OR
-122.8750006,45.87500014,OR
-122.8750006,45.95833347,OR
-122.8750006,46.12500013,WA
-122.8750006,46.20833346,WA
-122.8750006,46.29166679,WA
-122.8750006,46.37500012,WA
-122.8750006,46.45833345,WA
-122.8750006,46.54166678,WA
-122.8750006,46.62500011,WA
-122.8750006,46.70833344,WA
-122.8750006,46.79166677,WA
-122.8750006,46.8750001,WA
-122.8750006,46.95833343,WA
-122.8750006,47.04166676,WA
-122.8750006,47.45833341,WA
-122.7916673,38.37500044,CA
-122.7916673,38.45833377,CA
-122.7916673,38.5416671,CA
-122.7916673,38.62500043,CA
-122.7916673,38.70833376,CA
-122.7916673,38.87500042,CA
-122.7916673,38.95833375,CA
-122.7916673,39.12500041,CA
-122.7916673,41.29166699,CA
-122.7916673,41.37500032,CA
-122.7916673,41.45833365,CA
-122.7916673,41.54166698,CA
-122.7916673,41.62500031,CA
-122.7916673,42.20833362,OR
-122.7916673,42.29166695,OR
-122.7916673,42.37500028,OR
-122.7916673,42.45833361,OR
-122.7916673,42.54166694,OR
-122.7916673,42.62500027,OR
-122.7916673,43.87500022,OR
-122.7916673,43.95833355,OR
-122.7916673,44.04166688,OR
-122.7916673,44.12500021,OR
-122.7916673,44.20833354,OR
-122.7916673,44.29166687,OR
-122.7916673,44.3750002,OR
-122.7916673,44.45833353,OR
-122.7916673,44.54166686,OR
-122.7916673,44.62500019,OR
-122.7916673,44.70833352,OR
-122.7916673,44.79166685,OR
-122.7916673,44.87500018,OR
-122.7916673,44.95833351,OR
-122.7916673,45.04166684,OR
-122.7916673,45.12500017,OR
-122.7916673,45.2083335,OR
-122.7916673,45.29166683,OR
-122.7916673,45.37500016,OR
-122.7916673,45.54166682,OR
-122.7916673,45.70833348,OR
-122.7916673,45.79166681,OR
-122.7916673,45.87500014,OR
-122.7916673,45.95833347,WA
-122.7916673,46.37500012,WA
-122.7916673,46.45833345,WA
-122.7916673,46.54166678,WA
-122.7916673,46.62500011,WA
-122.7916673,46.70833344,WA
-122.7916673,46.79166677,WA
-122.7916673,46.8750001,WA
-122.7916673,46.95833343,WA
-122.7916673,47.45833341,WA
-122.708334,38.20833378,CA
-122.708334,38.29166711,CA
-122.708334,38.37500044,CA
-122.708334,38.45833377,CA
-122.708334,38.5416671,CA
-122.708334,38.62500043,CA
-122.708334,38.87500042,CA
-122.708334,38.95833375,CA
-122.708334,41.29166699,CA
-122.708334,41.37500032,CA
-122.708334,41.54166698,CA
-122.708334,42.20833362,OR
-122.708334,42.29166695,OR
-122.708334,42.37500028,OR
-122.708334,42.45833361,OR
-122.708334,42.54166694,OR
-122.708334,42.62500027,OR
-122.708334,42.79166693,OR
-122.708334,43.95833355,OR
-122.708334,44.04166688,OR
-122.708334,44.12500021,OR
-122.708334,44.29166687,OR
-122.708334,44.3750002,OR
-122.708334,44.45833353,OR
-122.708334,44.54166686,OR
-122.708334,44.62500019,OR
-122.708334,44.70833352,OR
-122.708334,44.79166685,OR
-122.708334,44.87500018,OR
-122.708334,44.95833351,OR
-122.708334,45.04166684,OR
-122.708334,45.12500017,OR
-122.708334,45.2083335,OR
-122.708334,45.29166683,OR
-122.708334,45.37500016,OR
-122.708334,45.45833349,OR
-122.708334,45.70833348,WA
-122.708334,45.79166681,WA
-122.708334,45.87500014,WA
-122.708334,45.95833347,WA
-122.708334,46.0416668,WA
-122.708334,46.29166679,WA
-122.708334,46.45833345,WA
-122.708334,46.54166678,WA
-122.708334,46.62500011,WA
-122.708334,46.8750001,WA
-122.708334,47.7083334,WA
-122.708334,48.95833335,WA
-122.6250007,38.20833378,CA
-122.6250007,38.29166711,CA
-122.6250007,38.37500044,CA
-122.6250007,38.45833377,CA
-122.6250007,38.5416671,CA
-122.6250007,38.62500043,CA
-122.6250007,38.70833376,CA
-122.6250007,38.79166709,CA
-122.6250007,38.87500042,CA
-122.6250007,40.45833369,CA
-122.6250007,41.37500032,CA
-122.6250007,41.54166698,CA
-122.6250007,41.62500031,CA
-122.6250007,41.70833364,CA
-122.6250007,41.79166697,CA
-122.6250007,41.95833363,CA
-122.6250007,42.04166696,OR
-122.6250007,42.12500029,OR
-122.6250007,42.20833362,OR
-122.6250007,42.37500028,OR
-122.6250007,42.45833361,OR
-122.6250007,43.79166689,OR
-122.6250007,44.12500021,OR
-122.6250007,44.3750002,OR
-122.6250007,44.70833352,OR
-122.6250007,44.79166685,OR
-122.6250007,44.87500018,OR
-122.6250007,44.95833351,OR
-122.6250007,45.04166684,OR
-122.6250007,45.12500017,OR
-122.6250007,45.2083335,OR
-122.6250007,45.29166683,OR
-122.6250007,45.37500016,OR
-122.6250007,45.45833349,OR
-122.6250007,45.62500015,WA
-122.6250007,45.70833348,WA
-122.6250007,45.79166681,WA
-122.6250007,45.87500014,WA
-122.6250007,45.95833347,WA
-122.6250007,46.54166678,WA
-122.6250007,46.62500011,WA
-122.6250007,46.8750001,WA
-122.6250007,46.95833343,WA
-122.6250007,47.45833341,WA
-122.6250007,47.79166673,WA
-122.6250007,48.87500002,WA
-122.5416674,38.04166712,CA
-122.5416674,38.12500045,CA
-122.5416674,38.20833378,CA
-122.5416674,38.29166711,CA
-122.5416674,38.37500044,CA
-122.5416674,38.45833377,CA
-122.5416674,38.5416671,CA
-122.5416674,38.62500043,CA
-122.5416674,38.70833376,CA
-122.5416674,38.79166709,CA
-122.5416674,39.3750004,CA
-122.5416674,41.45833365,CA
-122.5416674,41.54166698,CA
-122.5416674,41.62500031,CA
-122.5416674,41.70833364,CA
-122.5416674,41.79166697,CA
-122.5416674,41.8750003,CA
-122.5416674,41.95833363,CA
-122.5416674,42.12500029,OR
-122.5416674,42.37500028,OR
-122.5416674,42.45833361,OR
-122.5416674,42.54166694,OR
-122.5416674,42.7083336,OR
-122.5416674,44.12500021,OR
-122.5416674,44.3750002,OR
-122.5416674,44.79166685,OR
-122.5416674,45.04166684,OR
-122.5416674,45.12500017,OR
-122.5416674,45.2083335,OR
-122.5416674,45.29166683,OR
-122.5416674,45.37500016,OR
-122.5416674,45.45833349,OR
-122.5416674,45.54166682,OR
-122.5416674,45.62500015,WA
-122.5416674,45.70833348,WA
-122.5416674,45.79166681,WA
-122.5416674,45.87500014,WA
-122.5416674,45.95833347,WA
-122.5416674,46.37500012,WA
-122.5416674,46.54166678,WA
-122.5416674,46.62500011,WA
-122.5416674,46.79166677,WA
-122.5416674,46.8750001,WA
-122.5416674,46.95833343,WA
-122.5416674,47.04166676,WA
-122.5416674,47.12500009,WA
-122.5416674,47.79166673,WA
-122.5416674,48.79166669,WA
-122.5416674,48.87500002,WA
-122.4583341,38.20833378,CA
-122.4583341,38.29166711,CA
-122.4583341,38.37500044,CA
-122.4583341,38.45833377,CA
-122.4583341,38.5416671,CA
-122.4583341,38.62500043,CA
-122.4583341,38.70833376,CA
-122.4583341,39.12500041,CA
-122.4583341,39.3750004,CA
-122.4583341,39.87500038,CA
-122.4583341,39.95833371,CA
-122.4583341,40.45833369,CA
-122.4583341,40.54166702,CA
-122.4583341,41.37500032,CA
-122.4583341,41.45833365,CA
-122.4583341,41.54166698,CA
-122.4583341,41.62500031,CA
-122.4583341,41.70833364,CA
-122.4583341,41.79166697,CA
-122.4583341,41.8750003,CA
-122.4583341,42.54166694,OR
-122.4583341,42.7083336,OR
-122.4583341,42.79166693,OR
-122.4583341,43.79166689,OR
-122.4583341,44.12500021,OR
-122.4583341,44.3750002,OR
-122.4583341,44.70833352,OR
-122.4583341,44.79166685,OR
-122.4583341,45.12500017,OR
-122.4583341,45.2083335,OR
-122.4583341,45.29166683,OR
-122.4583341,45.37500016,OR
-122.4583341,45.45833349,OR
-122.4583341,45.54166682,OR
-122.4583341,45.62500015,WA
-122.4583341,45.70833348,WA
-122.4583341,45.79166681,WA
-122.4583341,45.87500014,WA
-122.4583341,45.95833347,WA
-122.4583341,46.54166678,WA
-122.4583341,46.8750001,WA
-122.4583341,46.95833343,WA
-122.4583341,48.79166669,WA
-122.4583341,48.87500002,WA
-122.3750008,37.29166715,CA
-122.3750008,37.37500048,CA
-122.3750008,37.45833381,CA
-122.3750008,37.54166714,CA
-122.3750008,38.20833378,CA
-122.3750008,38.29166711,CA
-122.3750008,38.37500044,CA
-122.3750008,38.45833377,CA
-122.3750008,38.5416671,CA
-122.3750008,38.62500043,CA
-122.3750008,39.3750004,CA
-122.3750008,39.54166706,CA
-122.3750008,39.70833372,CA
-122.3750008,39.95833371,CA
-122.3750008,40.45833369,CA
-122.3750008,40.54166702,CA
-122.3750008,40.70833368,CA
-122.3750008,41.20833366,CA
-122.3750008,41.29166699,CA
-122.3750008,41.37500032,CA
-122.3750008,41.45833365,CA
-122.3750008,41.54166698,CA
-122.3750008,41.62500031,CA
-122.3750008,41.70833364,CA
-122.3750008,41.79166697,CA
-122.3750008,41.8750003,CA
-122.3750008,41.95833363,CA
-122.3750008,42.04166696,OR
-122.3750008,44.3750002,OR
-122.3750008,44.45833353,OR
-122.3750008,44.54166686,OR
-122.3750008,44.70833352,OR
-122.3750008,44.79166685,OR
-122.3750008,45.12500017,OR
-122.3750008,45.2083335,OR
-122.3750008,45.29166683,OR
-122.3750008,45.37500016,OR
-122.3750008,45.45833349,OR
-122.3750008,45.54166682,OR
-122.3750008,45.62500015,WA
-122.3750008,45.87500014,WA
-122.3750008,45.95833347,WA
-122.3750008,46.8750001,WA
-122.3750008,46.95833343,WA
-122.3750008,47.04166676,WA
-122.3750008,47.20833342,WA
-122.3750008,48.37500004,WA
-122.3750008,48.45833337,WA
-122.3750008,48.62500003,WA
-122.3750008,48.79166669,WA
-122.3750008,48.87500002,WA
-122.3750008,48.95833335,WA
-122.3750008,48.29166671,WA
-122.2916675,37.20833382,CA
-122.2916675,37.29166715,CA
-122.2916675,37.37500048,CA
-122.2916675,37.45833381,CA
-122.2916675,38.20833378,CA
-122.2916675,38.29166711,CA
-122.2916675,38.37500044,CA
-122.2916675,38.45833377,CA
-122.2916675,38.5416671,CA
-122.2916675,38.87500042,CA
-122.2916675,39.12500041,CA
-122.2916675,39.20833374,CA
-122.2916675,39.29166707,CA
-122.2916675,39.3750004,CA
-122.2916675,39.45833373,CA
-122.2916675,39.54166706,CA
-122.2916675,39.62500039,CA
-122.2916675,39.70833372,CA
-122.2916675,39.79166705,CA
-122.2916675,39.87500038,CA
-122.2916675,39.95833371,CA
-122.2916675,40.04166704,CA
-122.2916675,40.2083337,CA
-122.2916675,40.45833369,CA
-122.2916675,40.54166702,CA
-122.2916675,40.62500035,CA
-122.2916675,40.70833368,CA
-122.2916675,41.12500033,CA
-122.2916675,41.20833366,CA
-122.2916675,41.29166699,CA
-122.2916675,41.62500031,CA
-122.2916675,41.70833364,CA
-122.2916675,42.04166696,OR
-122.2916675,44.12500021,OR
-122.2916675,45.2083335,OR
-122.2916675,45.29166683,OR
-122.2916675,45.37500016,OR
-122.2916675,45.54166682,OR
-122.2916675,45.62500015,WA
-122.2916675,46.54166678,WA
-122.2916675,46.95833343,WA
-122.2916675,47.04166676,WA
-122.2916675,47.20833342,WA
-122.2916675,47.37500008,WA
-122.2916675,47.45833341,WA
-122.2916675,48.20833338,WA
-122.2916675,48.29166671,WA
-122.2916675,48.37500004,WA
-122.2916675,48.45833337,WA
-122.2916675,48.5416667,WA
-122.2916675,48.70833336,WA
-122.2916675,48.87500002,WA
-122.2083342,37.12500049,CA
-122.2083342,37.37500048,CA
-122.2083342,37.45833381,CA
-122.2083342,37.87500046,CA
-122.2083342,37.95833379,CA
-122.2083342,38.20833378,CA
-122.2083342,38.29166711,CA
-122.2083342,38.37500044,CA
-122.2083342,38.45833377,CA
-122.2083342,38.70833376,CA
-122.2083342,38.79166709,CA
-122.2083342,38.87500042,CA
-122.2083342,39.04166708,CA
-122.2083342,39.12500041,CA
-122.2083342,39.20833374,CA
-122.2083342,39.29166707,CA
-122.2083342,39.3750004,CA
-122.2083342,39.45833373,CA
-122.2083342,39.54166706,CA
-122.2083342,39.62500039,CA
-122.2083342,39.70833372,CA
-122.2083342,39.79166705,CA
-122.2083342,39.87500038,CA
-122.2083342,39.95833371,CA
-122.2083342,40.04166704,CA
-122.2083342,40.12500037,CA
-122.2083342,40.2083337,CA
-122.2083342,40.29166703,CA
-122.2083342,40.37500036,CA
-122.2083342,40.45833369,CA
